index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
1909,ORD101909,2023-07-08 21:31:55,Pending,Amazon,Online,Expedited,Casual,SKU5360,Clothing,M,B089089,In Transit,5,INR,3308.88,Janehaven,Arkansas,20041,India,,No,Seller
1910,ORD101910,2025-03-14 18:11:45,Pending,Amazon,Offline,Standard,Sports,SKU3623,Electronics,L,B096068,Delivered,5,USD,2200.28,Jaredside,Hawaii,97496,USA,PROMO10,No,Amazon
1911,ORD101911,2024-05-14 05:24:30,Shipped,Amazon,Offline,Standard,Ethnic,SKU6211,Accessories,XL,B053117,Delayed,1,INR,4393.17,Rileyview,West Virginia,40014,USA,,Yes,Amazon
1912,ORD101912,2024-09-28 14:15:20,Pending,Merchant,Offline,Same Day,Formal,SKU9034,Electronics,L,B078537,Returned,3,INR,2719.65,Codyberg,Idaho,58642,USA,PROMO30,Yes,Amazon
1913,ORD101913,2024-01-12 22:30:34,Pending,Merchant,Online,Standard,Casual,SKU2725,Electronics,S,B029278,Delivered,1,INR,4836.58,Martinezbury,Virginia,42591,USA,PROMO10,Yes,Amazon
1914,ORD101914,2023-05-20 16:38:37,Pending,Amazon,Online,Expedited,Ethnic,SKU6521,Clothing,L,B048661,In Transit,1,USD,3357.3,Woodsburgh,Louisiana,35070,USA,PROMO10,Yes,Amazon
1915,ORD101915,2024-10-28 11:05:56,Shipped,Merchant,Online,Expedited,Formal,SKU3421,Accessories,S,B090107,In Transit,2,INR,2566.3,Walkerview,Idaho,90292,USA,PROMO20,No,Seller
1916,ORD101916,2024-11-05 19:50:42,Cancelled,Amazon,Offline,Same Day,Formal,SKU2343,Electronics,L,B020169,In Transit,2,INR,3688.28,Lake Danielstad,Ohio,69933,USA,,Yes,Amazon
1917,ORD101917,2023-09-13 19:09:09,Shipped,Amazon,Online,Same Day,Sports,SKU6378,Footwear,XXL,B086176,Delayed,4,USD,1778.35,Hayesview,South Carolina,11230,USA,PROMO30,Yes,Amazon
1918,ORD101918,2023-11-26 07:00:26,Shipped,Merchant,Offline,Standard,Casual,SKU5466,Clothing,XL,B023661,Delivered,5,INR,1925.78,South Anthonyborough,Louisiana,86341,USA,PROMO20,No,Seller
1919,ORD101919,2024-12-08 18:20:09,Pending,Merchant,Offline,Expedited,Formal,SKU8039,Accessories,M,B012674,In Transit,1,INR,4142.94,Baileyborough,Alaska,44511,India,PROMO20,No,Amazon
1920,ORD101920,2023-10-02 05:43:45,Shipped,Merchant,Online,Expedited,Sports,SKU2160,Clothing,L,B050244,Delayed,3,USD,881.94,South Samantha,Kentucky,85962,India,PROMO20,No,Amazon
1921,ORD101921,2024-09-26 22:16:13,Cancelled,Merchant,Online,Same Day,Ethnic,SKU9969,Accessories,S,B089017,Delivered,1,INR,388.1,Alexandershire,Ohio,63573,India,PROMO10,No,Amazon
1922,ORD101922,2023-11-20 11:16:03,Cancelled,Amazon,Offline,Expedited,Sports,SKU3226,Accessories,XL,B086655,In Transit,2,INR,3099.31,Michaelstad,North Carolina,68023,India,PROMO10,No,Amazon
1923,ORD101923,2024-01-15 19:36:07,Pending,Amazon,Online,Standard,Casual,SKU3751,Electronics,S,B047038,Returned,3,USD,2163.19,East Alexabury,Vermont,24865,India,PROMO10,Yes,Seller
1924,ORD101924,2024-09-26 18:59:04,Cancelled,Merchant,Online,Same Day,Sports,SKU2873,Accessories,XL,B098723,Delivered,1,USD,3318.53,East Matthew,Minnesota,22888,India,PROMO10,No,Amazon
1925,ORD101925,2024-12-04 12:45:19,Cancelled,Amazon,Offline,Expedited,Ethnic,SKU8976,Footwear,XL,B022188,Delayed,4,USD,3206.13,West Theresamouth,Alabama,81794,India,PROMO30,No,Seller
1926,ORD101926,2024-08-11 13:37:18,Shipped,Amazon,Online,Standard,Sports,SKU9814,Footwear,S,B095105,Returned,5,INR,4319.43,Larsonstad,Oregon,70274,USA,PROMO30,No,Amazon
1927,ORD101927,2024-10-20 20:39:56,Shipped,Merchant,Offline,Same Day,Casual,SKU9125,Electronics,XXL,B057333,In Transit,1,INR,3357.17,Jasonside,South Carolina,91775,India,PROMO10,Yes,Seller
1928,ORD101928,2024-01-04 20:09:58,Shipped,Merchant,Offline,Same Day,Sports,SKU9607,Footwear,XXL,B081939,Delayed,4,INR,2392.25,New Nicholas,New Hampshire,40597,USA,PROMO30,No,Amazon
1929,ORD101929,2023-09-29 14:24:11,Shipped,Merchant,Offline,Expedited,Ethnic,SKU1786,Electronics,L,B028967,Delivered,5,USD,475.33,Lake Davidburgh,Tennessee,55547,USA,PROMO20,Yes,Amazon
1930,ORD101930,2024-07-15 22:54:15,Pending,Merchant,Online,Standard,Sports,SKU3381,Clothing,S,B012730,In Transit,2,INR,1752.34,New Adam,Tennessee,50888,India,PROMO10,No,Amazon
1931,ORD101931,2023-07-18 12:50:50,Shipped,Amazon,Online,Standard,Formal,SKU7244,Footwear,S,B097871,In Transit,2,INR,1474.14,South Guy,North Dakota,57758,USA,PROMO30,No,Seller
1932,ORD101932,2023-11-06 16:48:15,Cancelled,Amazon,Online,Expedited,Casual,SKU8375,Clothing,XL,B033098,Returned,5,INR,2310.46,Brittanychester,Georgia,32583,USA,,Yes,Amazon
1933,ORD101933,2023-06-24 17:56:18,Pending,Merchant,Offline,Expedited,Sports,SKU4160,Clothing,L,B042416,Delivered,2,INR,4295.28,Katherinechester,California,48535,India,PROMO30,Yes,Seller
1934,ORD101934,2025-01-27 09:05:49,Cancelled,Merchant,Online,Expedited,Formal,SKU6317,Clothing,XXL,B054228,In Transit,5,USD,3684.82,Jessicaburgh,Louisiana,14188,India,PROMO20,No,Seller
1935,ORD101935,2024-10-22 16:47:15,Shipped,Amazon,Offline,Expedited,Ethnic,SKU1957,Accessories,XL,B014537,In Transit,1,INR,1841.09,Smithmouth,Maryland,84963,India,,No,Amazon
1936,ORD101936,2024-08-25 10:39:05,Shipped,Amazon,Offline,Standard,Formal,SKU2562,Accessories,S,B024237,Delivered,2,INR,1145.64,Jenkinsshire,Oklahoma,10347,India,,No,Amazon
1937,ORD101937,2023-11-26 03:58:16,Pending,Amazon,Online,Expedited,Ethnic,SKU5723,Footwear,L,B073414,Delayed,2,INR,4842.88,Veronicafort,Illinois,27847,USA,PROMO20,Yes,Seller
1938,ORD101938,2024-05-27 05:19:28,Shipped,Amazon,Offline,Standard,Sports,SKU6908,Accessories,XXL,B043888,In Transit,5,INR,4632.86,Jacobschester,New Jersey,48299,USA,PROMO10,No,Amazon
1939,ORD101939,2023-05-28 21:29:10,Shipped,Amazon,Online,Standard,Sports,SKU1494,Clothing,S,B085708,Delayed,1,USD,4436.86,Lake Jeffery,Massachusetts,21085,USA,PROMO30,No,Seller
1940,ORD101940,2024-02-17 01:37:23,Cancelled,Merchant,Offline,Standard,Formal,SKU4026,Footwear,S,B025712,Returned,1,USD,3943.68,Powellchester,Kansas,08479,India,PROMO20,Yes,Amazon
1941,ORD101941,2025-01-04 02:52:30,Cancelled,Amazon,Online,Standard,Formal,SKU4252,Footwear,XXL,B039881,Delivered,1,USD,4040.57,Josephfurt,California,41248,USA,PROMO30,No,Amazon
1942,ORD101942,2024-08-22 20:42:27,Cancelled,Amazon,Offline,Expedited,Casual,SKU4874,Clothing,XL,B034619,Delivered,5,INR,1373.05,Tiffanychester,Kansas,38501,USA,PROMO10,Yes,Amazon
1943,ORD101943,2023-07-07 18:24:23,Cancelled,Merchant,Online,Standard,Casual,SKU4452,Clothing,S,B050651,In Transit,4,INR,3270.45,Port Aliciamouth,New York,24169,India,,No,Seller
1944,ORD101944,2023-04-29 04:36:50,Shipped,Merchant,Offline,Same Day,Formal,SKU8450,Clothing,XXL,B012348,Delivered,2,USD,4578.86,Tamaraborough,Vermont,34788,India,PROMO10,No,Seller
1945,ORD101945,2025-04-17 17:38:04,Pending,Amazon,Offline,Standard,Casual,SKU3865,Electronics,XXL,B093741,Delayed,5,INR,2330.4,North Davidburgh,Indiana,89951,India,PROMO20,No,Amazon
1946,ORD101946,2025-04-12 10:55:44,Shipped,Merchant,Online,Same Day,Ethnic,SKU8719,Clothing,L,B096622,Returned,5,INR,1353.65,Dawnton,Alabama,29500,USA,,No,Seller
1947,ORD101947,2024-02-18 19:08:03,Shipped,Merchant,Offline,Standard,Formal,SKU1540,Footwear,M,B052876,In Transit,1,INR,1189.37,New Cody,Massachusetts,01559,India,PROMO30,No,Amazon
1948,ORD101948,2023-09-21 10:00:24,Shipped,Merchant,Online,Standard,Sports,SKU8138,Accessories,XL,B091786,Returned,4,USD,1020.41,Port Jonathanton,Missouri,99777,India,,No,Amazon
1949,ORD101949,2023-12-26 09:27:57,Shipped,Amazon,Offline,Expedited,Formal,SKU6202,Electronics,M,B075093,Delivered,1,USD,4202.5,East Thomastown,Washington,75507,India,PROMO30,No,Seller
1950,ORD101950,2025-02-17 15:19:45,Cancelled,Merchant,Offline,Expedited,Casual,SKU5763,Accessories,M,B034751,Returned,1,USD,2886.3,Bradleyland,Massachusetts,38828,USA,PROMO10,Yes,Amazon
1951,ORD101951,2024-03-28 00:55:43,Cancelled,Amazon,Offline,Standard,Formal,SKU5264,Electronics,L,B048412,Delivered,2,INR,2326.89,Morrisside,Vermont,73163,India,PROMO20,Yes,Amazon
1952,ORD101952,2024-10-17 19:54:54,Pending,Amazon,Online,Standard,Sports,SKU7396,Clothing,M,B093351,Returned,4,INR,2363.33,West Justinberg,Indiana,89808,India,PROMO20,Yes,Seller
1953,ORD101953,2023-06-14 21:12:44,Shipped,Amazon,Offline,Same Day,Casual,SKU2784,Electronics,S,B037170,Delayed,5,INR,1054.81,Rodriguezhaven,Hawaii,78746,India,PROMO30,No,Seller
1954,ORD101954,2025-03-07 02:28:58,Shipped,Merchant,Offline,Expedited,Casual,SKU6826,Footwear,XXL,B058357,Delayed,1,USD,536.6,Tamaraport,Ohio,62482,India,,No,Amazon
1955,ORD101955,2024-06-08 20:59:04,Shipped,Merchant,Offline,Standard,Sports,SKU2609,Footwear,L,B027122,Returned,2,USD,3261.95,West Lawrencehaven,Montana,12493,USA,PROMO10,Yes,Amazon
1956,ORD101956,2025-01-03 06:10:42,Cancelled,Merchant,Offline,Expedited,Casual,SKU9690,Electronics,M,B083027,In Transit,1,USD,1269.91,Shawhaven,Washington,32174,India,PROMO20,No,Seller
1957,ORD101957,2024-09-17 23:41:47,Pending,Merchant,Offline,Same Day,Ethnic,SKU2844,Accessories,XL,B092289,In Transit,5,INR,3271.43,Abigailhaven,Wisconsin,74992,India,PROMO20,No,Amazon
1958,ORD101958,2023-09-16 18:18:34,Pending,Amazon,Online,Expedited,Sports,SKU4202,Accessories,XL,B098392,Delayed,2,USD,4423.88,Flemington,West Virginia,61037,India,PROMO10,Yes,Seller
1959,ORD101959,2025-03-17 02:25:58,Pending,Merchant,Online,Same Day,Ethnic,SKU7414,Electronics,L,B049008,In Transit,5,INR,3526.42,Torrestown,Delaware,47267,India,,Yes,Amazon
1960,ORD101960,2023-12-08 11:40:53,Cancelled,Amazon,Online,Same Day,Formal,SKU7256,Clothing,S,B059576,Delayed,1,INR,2955.11,Dianachester,Iowa,39672,India,PROMO20,No,Amazon
1961,ORD101961,2023-09-13 13:26:09,Shipped,Merchant,Online,Expedited,Casual,SKU3005,Electronics,XXL,B060251,Returned,1,INR,2321.86,Ellisside,Missouri,27150,USA,PROMO10,Yes,Amazon
1962,ORD101962,2023-07-09 07:54:44,Pending,Merchant,Offline,Standard,Formal,SKU3806,Accessories,XL,B016596,Delayed,2,USD,2881.84,Turnermouth,Michigan,63117,USA,,No,Seller
1963,ORD101963,2025-04-06 03:44:15,Cancelled,Amazon,Offline,Standard,Casual,SKU2933,Clothing,L,B084748,Delayed,5,USD,1841.25,Karlaport,Tennessee,57322,USA,PROMO10,Yes,Amazon
1964,ORD101964,2023-09-17 07:04:28,Cancelled,Amazon,Offline,Expedited,Ethnic,SKU4108,Electronics,M,B021644,Returned,1,USD,1249.77,North Matthew,Montana,53622,India,PROMO30,No,Amazon
1965,ORD101965,2025-03-16 16:14:27,Pending,Amazon,Offline,Same Day,Sports,SKU2853,Footwear,L,B055031,In Transit,1,INR,1090.18,Hopkinsfurt,Mississippi,93281,India,PROMO10,Yes,Amazon
1966,ORD101966,2024-03-22 12:58:54,Cancelled,Amazon,Online,Standard,Sports,SKU4119,Footwear,XL,B013553,Delivered,5,INR,1393.52,Johnsonside,Vermont,98275,India,PROMO10,Yes,Amazon
1967,ORD101967,2023-05-06 07:38:03,Pending,Amazon,Offline,Standard,Casual,SKU5293,Electronics,M,B078965,In Transit,2,USD,1819.34,Lake Harold,South Carolina,27166,India,PROMO20,Yes,Amazon
1968,ORD101968,2023-11-20 10:22:27,Shipped,Merchant,Offline,Standard,Casual,SKU6213,Footwear,S,B014741,In Transit,2,USD,3014.15,Brittanytown,Alaska,88333,India,,No,Amazon
1969,ORD101969,2024-01-27 09:20:40,Shipped,Amazon,Offline,Standard,Formal,SKU7217,Accessories,XXL,B051189,In Transit,1,INR,4144.5,Bakermouth,Florida,63829,India,PROMO10,Yes,Amazon
1970,ORD101970,2023-07-05 00:43:56,Pending,Amazon,Offline,Standard,Formal,SKU6803,Clothing,XXL,B048870,Returned,4,INR,759.47,Reynoldsmouth,Mississippi,04736,India,PROMO10,Yes,Seller
1971,ORD101971,2024-01-21 23:16:13,Shipped,Merchant,Offline,Same Day,Ethnic,SKU5258,Footwear,M,B085289,Delivered,3,USD,366.36,Cooperchester,Utah,56753,USA,PROMO10,No,Amazon
1972,ORD101972,2024-09-08 21:34:43,Cancelled,Amazon,Online,Expedited,Casual,SKU8233,Accessories,L,B084662,Delayed,4,USD,2249.36,South Michael,Pennsylvania,27811,USA,,No,Seller
1973,ORD101973,2023-08-17 09:02:11,Cancelled,Amazon,Online,Expedited,Sports,SKU8040,Footwear,L,B084435,In Transit,1,INR,4993.85,Bradleyfort,Oregon,57271,USA,PROMO30,Yes,Seller
1974,ORD101974,2024-02-18 23:56:26,Cancelled,Merchant,Online,Expedited,Casual,SKU6456,Footwear,XL,B038471,Returned,4,USD,492.69,West Emily,Ohio,67674,India,PROMO10,Yes,Amazon
1975,ORD101975,2023-12-28 21:09:13,Shipped,Merchant,Offline,Standard,Casual,SKU5357,Accessories,L,B054982,Delivered,5,USD,454.73,Jamesfort,Hawaii,28910,India,PROMO10,Yes,Amazon
1976,ORD101976,2023-11-07 15:48:37,Pending,Merchant,Online,Same Day,Ethnic,SKU5902,Footwear,L,B038016,Returned,2,INR,1996.02,Jacobville,South Dakota,16498,USA,,Yes,Amazon
1977,ORD101977,2024-01-02 11:37:34,Cancelled,Merchant,Online,Same Day,Casual,SKU8500,Electronics,L,B090776,Delivered,4,USD,4372.98,West Alyssaland,South Carolina,10851,India,PROMO10,Yes,Seller
1978,ORD101978,2024-11-10 20:38:53,Shipped,Merchant,Online,Same Day,Formal,SKU6333,Electronics,XL,B094300,Delayed,2,INR,361.53,Deannafurt,Massachusetts,60449,India,PROMO30,Yes,Amazon
1979,ORD101979,2023-08-13 18:02:30,Pending,Amazon,Offline,Expedited,Sports,SKU5377,Footwear,L,B081028,Returned,5,INR,4245.21,Zhangmouth,Iowa,89521,India,PROMO20,Yes,Amazon
1980,ORD101980,2024-02-17 05:18:59,Cancelled,Amazon,Online,Expedited,Sports,SKU9876,Footwear,XXL,B023525,Delivered,4,INR,4132.42,West Tammyberg,Pennsylvania,03299,India,,Yes,Amazon
1981,ORD101981,2023-12-30 11:50:21,Shipped,Merchant,Online,Expedited,Sports,SKU6962,Accessories,XL,B030851,Delivered,4,INR,2636.0,West Aprilchester,Wyoming,76646,India,PROMO10,No,Seller
1982,ORD101982,2024-08-03 08:55:47,Cancelled,Merchant,Offline,Standard,Casual,SKU4306,Electronics,S,B044566,Returned,1,INR,573.74,Lake Connorburgh,Delaware,73892,India,PROMO30,Yes,Amazon
1983,ORD101983,2024-08-12 21:49:53,Cancelled,Merchant,Offline,Standard,Ethnic,SKU7572,Accessories,L,B069876,Returned,1,INR,880.18,Chavezberg,North Dakota,54349,India,PROMO20,No,Amazon
1984,ORD101984,2023-04-26 18:55:18,Cancelled,Merchant,Offline,Standard,Sports,SKU2376,Clothing,XXL,B093815,Returned,4,USD,1394.7,Hopkinshaven,Oklahoma,89936,India,PROMO20,Yes,Seller
1985,ORD101985,2025-01-31 18:06:09,Cancelled,Amazon,Online,Same Day,Sports,SKU2251,Clothing,L,B058871,Delayed,2,USD,743.86,Coleside,New Jersey,19436,India,PROMO20,No,Seller
1986,ORD101986,2023-11-12 07:08:18,Shipped,Merchant,Offline,Standard,Casual,SKU9898,Footwear,L,B086891,Returned,2,INR,3891.48,North Hannah,Maryland,18908,USA,PROMO10,Yes,Amazon
1987,ORD101987,2024-10-18 06:51:09,Cancelled,Amazon,Offline,Standard,Sports,SKU9844,Clothing,M,B038647,Delivered,1,USD,3734.5,Carolberg,Pennsylvania,85193,India,,No,Amazon
1988,ORD101988,2024-04-29 05:30:19,Cancelled,Merchant,Online,Standard,Sports,SKU6245,Clothing,XXL,B026838,Returned,5,USD,3796.24,North John,Delaware,12726,USA,PROMO30,No,Seller
1989,ORD101989,2024-06-08 07:01:36,Pending,Merchant,Online,Same Day,Formal,SKU1151,Clothing,XL,B052149,Delayed,1,USD,317.3,West Jorge,Maryland,47534,India,PROMO10,Yes,Amazon
1990,ORD101990,2024-10-23 06:24:34,Shipped,Merchant,Offline,Standard,Ethnic,SKU4445,Accessories,L,B083281,Delivered,1,USD,3751.98,New Lindsaystad,Nevada,89141,India,PROMO10,No,Seller
1991,ORD101991,2024-04-12 12:04:42,Cancelled,Amazon,Offline,Same Day,Ethnic,SKU8711,Clothing,S,B079135,Delivered,3,USD,1299.54,New Michaelberg,Oklahoma,59263,USA,PROMO10,No,Amazon
1992,ORD101992,2024-01-13 12:13:15,Shipped,Merchant,Online,Expedited,Formal,SKU6763,Footwear,XXL,B046462,Delayed,2,USD,1013.69,Port Richard,Minnesota,97146,USA,PROMO10,No,Seller
1993,ORD101993,2023-11-22 17:04:32,Pending,Merchant,Offline,Standard,Casual,SKU2001,Accessories,L,B059017,Delivered,5,INR,4761.45,Cheryltown,Ohio,43080,India,,Yes,Amazon
1994,ORD101994,2024-03-07 07:11:15,Cancelled,Amazon,Offline,Same Day,Formal,SKU3358,Electronics,S,B053208,In Transit,4,USD,977.52,New Danielle,Nebraska,37966,India,PROMO30,Yes,Seller
1995,ORD101995,2024-10-15 00:11:08,Cancelled,Merchant,Offline,Same Day,Formal,SKU9737,Electronics,S,B010652,In Transit,5,USD,2593.75,Kimberlymouth,Montana,78211,USA,PROMO30,No,Seller
1996,ORD101996,2024-06-19 18:50:03,Cancelled,Merchant,Online,Standard,Sports,SKU2813,Clothing,XL,B015760,Returned,3,USD,4052.05,Port Colleen,Alaska,75199,USA,PROMO20,Yes,Seller
1997,ORD101997,2025-04-08 03:11:17,Pending,Amazon,Online,Standard,Casual,SKU3980,Accessories,M,B058629,Delayed,3,USD,2174.14,Lake Carriefort,Oklahoma,63977,USA,,No,Amazon
1998,ORD101998,2024-08-23 14:50:43,Pending,Amazon,Online,Expedited,Casual,SKU9572,Electronics,XXL,B013539,Delayed,1,INR,3106.09,South Kevinchester,New Hampshire,59293,USA,PROMO10,No,Amazon
1999,ORD101999,2025-03-04 05:37:35,Cancelled,Amazon,Online,Expedited,Casual,SKU7314,Footwear,S,B039164,Returned,4,INR,3828.62,Nelsonside,Ohio,98297,USA,PROMO30,No,Seller
2000,ORD102000,2025-01-23 08:48:56,Pending,Amazon,Offline,Standard,Formal,SKU8026,Electronics,XXL,B010997,In Transit,2,INR,4936.06,Miguelberg,Alaska,20269,USA,,Yes,Seller
2001,ORD102001,2024-11-24 03:18:17,Shipped,Merchant,Online,Same Day,Formal,SKU2819,Footwear,XL,B032551,Delivered,3,INR,793.24,Contrerasland,Vermont,48813,USA,PROMO30,Yes,Seller
2002,ORD102002,2024-10-05 14:01:22,Pending,Amazon,Offline,Standard,Ethnic,SKU1995,Clothing,M,B038080,In Transit,2,USD,4114.45,North Bridgetside,Oregon,42488,USA,PROMO20,No,Seller
2003,ORD102003,2024-09-30 09:50:01,Cancelled,Amazon,Offline,Expedited,Formal,SKU2275,Electronics,XL,B031724,In Transit,4,USD,2942.26,North Heather,Kansas,31565,USA,,Yes,Seller
2004,ORD102004,2025-01-24 14:42:59,Cancelled,Merchant,Offline,Standard,Ethnic,SKU5164,Clothing,S,B062858,Returned,3,INR,4051.99,East Danielchester,Oklahoma,66616,USA,PROMO10,No,Seller
2005,ORD102005,2024-01-16 14:40:20,Cancelled,Amazon,Online,Same Day,Formal,SKU3623,Electronics,S,B079788,In Transit,1,USD,4299.56,Rebeccafort,Montana,84639,India,PROMO10,No,Seller
2006,ORD102006,2023-12-25 04:23:58,Shipped,Amazon,Offline,Expedited,Sports,SKU5471,Electronics,XXL,B018949,Returned,1,INR,4765.03,East Pamela,Nevada,55885,India,PROMO10,Yes,Seller
2007,ORD102007,2024-01-30 00:51:19,Shipped,Merchant,Offline,Same Day,Formal,SKU5605,Electronics,XL,B050770,In Transit,1,USD,3099.95,North Michaelland,Idaho,70253,India,PROMO30,No,Seller
2008,ORD102008,2023-10-25 19:36:28,Cancelled,Amazon,Online,Standard,Ethnic,SKU6604,Electronics,S,B088890,Delivered,1,INR,678.96,Lake Jasonhaven,Rhode Island,70492,India,PROMO10,Yes,Seller
2009,ORD102009,2024-03-19 13:04:49,Shipped,Merchant,Offline,Expedited,Sports,SKU2244,Clothing,M,B040699,Returned,3,INR,3933.64,South Patriciamouth,Arkansas,42701,USA,PROMO10,No,Amazon
2010,ORD102010,2025-04-20 00:30:31,Pending,Amazon,Online,Same Day,Sports,SKU5547,Electronics,XL,B084674,Delayed,4,INR,1840.77,Fritzland,New Hampshire,40279,India,,No,Seller
2011,ORD102011,2023-09-14 07:36:40,Cancelled,Amazon,Online,Standard,Formal,SKU6767,Electronics,XL,B043443,In Transit,4,INR,2982.36,Summerfurt,New York,40347,USA,PROMO30,No,Amazon
2012,ORD102012,2024-11-14 21:25:20,Pending,Amazon,Offline,Same Day,Casual,SKU4208,Footwear,L,B092238,Delayed,1,USD,2307.38,Beckerbury,Oklahoma,68065,USA,,Yes,Seller
2013,ORD102013,2024-05-11 07:13:35,Pending,Merchant,Offline,Expedited,Formal,SKU9488,Clothing,L,B079022,Delayed,5,INR,4923.91,Natashahaven,Idaho,23279,India,PROMO10,Yes,Amazon
2014,ORD102014,2023-05-04 11:31:22,Pending,Merchant,Online,Standard,Formal,SKU8264,Electronics,M,B090970,Delayed,4,INR,4522.32,East Dan,Tennessee,32255,USA,PROMO10,No,Seller
2015,ORD102015,2024-04-04 11:38:20,Pending,Merchant,Offline,Standard,Sports,SKU6076,Accessories,XL,B054781,In Transit,5,INR,4133.68,Watersmouth,Oklahoma,06505,India,PROMO30,No,Seller
2016,ORD102016,2024-08-15 01:38:05,Pending,Merchant,Offline,Standard,Casual,SKU6454,Accessories,L,B023787,Delayed,4,INR,1472.24,South Jenniferport,Wisconsin,72098,USA,PROMO20,Yes,Amazon
2017,ORD102017,2024-09-30 20:40:03,Cancelled,Amazon,Offline,Expedited,Casual,SKU2854,Clothing,XXL,B086873,Returned,4,INR,298.7,North Jonathan,Wyoming,01477,India,,Yes,Amazon
2018,ORD102018,2023-12-02 03:04:34,Shipped,Merchant,Online,Standard,Sports,SKU8677,Accessories,M,B029504,In Transit,2,USD,4618.02,South Stephen,Georgia,61454,USA,PROMO20,No,Amazon
2019,ORD102019,2024-11-15 13:42:35,Shipped,Merchant,Offline,Expedited,Formal,SKU9256,Footwear,XXL,B037257,Returned,1,USD,4922.78,Sharonton,Oregon,51399,India,PROMO10,No,Amazon
2020,ORD102020,2023-10-30 05:38:01,Shipped,Amazon,Offline,Expedited,Formal,SKU7494,Footwear,L,B083633,In Transit,5,USD,4902.23,North Lori,South Carolina,59143,USA,,Yes,Seller
2021,ORD102021,2023-10-05 13:04:13,Shipped,Merchant,Offline,Expedited,Sports,SKU7569,Accessories,XL,B050003,In Transit,4,USD,1723.3,West Meganton,California,91415,USA,PROMO20,Yes,Amazon
2022,ORD102022,2024-01-31 19:45:03,Pending,Amazon,Online,Same Day,Formal,SKU8294,Footwear,L,B010833,Delayed,4,USD,1807.33,Gonzalestown,Alaska,12464,India,PROMO20,No,Seller
2023,ORD102023,2024-02-28 22:47:33,Pending,Amazon,Offline,Same Day,Formal,SKU2158,Electronics,XL,B055927,In Transit,4,INR,2283.06,South Vanessamouth,New Hampshire,62705,India,PROMO20,No,Amazon
2024,ORD102024,2024-03-08 05:00:43,Cancelled,Amazon,Offline,Same Day,Sports,SKU8747,Accessories,XL,B051515,Returned,1,INR,2538.86,South Richard,Massachusetts,95227,USA,PROMO10,Yes,Amazon
2025,ORD102025,2025-01-31 18:27:05,Pending,Merchant,Offline,Expedited,Formal,SKU2147,Footwear,XL,B042324,Delivered,3,INR,1372.28,South Markview,Arizona,64992,USA,PROMO30,Yes,Amazon
2026,ORD102026,2023-07-18 15:10:21,Shipped,Merchant,Offline,Standard,Sports,SKU3792,Footwear,L,B084014,In Transit,4,USD,614.52,Stephanieland,Michigan,14717,India,,No,Amazon
2027,ORD102027,2024-08-25 17:46:37,Cancelled,Merchant,Online,Expedited,Formal,SKU5227,Accessories,M,B022581,Delayed,2,USD,3843.03,South Williamtown,Texas,25325,India,PROMO10,No,Seller
2028,ORD102028,2024-03-27 03:40:17,Shipped,Amazon,Offline,Same Day,Casual,SKU7278,Accessories,M,B027161,Delivered,2,USD,1117.45,Robertmouth,North Dakota,13303,USA,PROMO20,No,Amazon
2029,ORD102029,2025-04-10 22:34:38,Shipped,Amazon,Offline,Expedited,Formal,SKU3754,Accessories,XL,B095539,Delivered,1,USD,3061.35,Stevenburgh,Wyoming,39027,India,PROMO20,No,Amazon
2030,ORD102030,2023-12-02 23:00:19,Pending,Merchant,Online,Expedited,Sports,SKU5805,Electronics,S,B095555,Delayed,4,INR,4210.12,Anthonyhaven,New Mexico,18316,USA,PROMO30,No,Amazon
2031,ORD102031,2023-04-25 04:31:34,Shipped,Merchant,Online,Expedited,Sports,SKU9143,Clothing,S,B058533,Returned,2,INR,2290.92,Crystalville,Hawaii,27431,USA,PROMO20,No,Amazon
2032,ORD102032,2023-11-19 19:26:52,Cancelled,Merchant,Online,Expedited,Formal,SKU9797,Accessories,L,B050267,Delayed,1,USD,942.53,New Jasonchester,Minnesota,86642,USA,PROMO20,Yes,Amazon
2033,ORD102033,2023-07-26 08:17:51,Cancelled,Merchant,Online,Same Day,Ethnic,SKU6028,Clothing,S,B068724,Delivered,2,INR,810.91,East Brian,Rhode Island,39469,USA,PROMO30,Yes,Amazon
2034,ORD102034,2023-12-04 15:30:52,Shipped,Amazon,Offline,Expedited,Formal,SKU7409,Footwear,S,B033803,Delivered,1,USD,3790.59,Heatherton,Maryland,42630,India,PROMO10,No,Seller
2035,ORD102035,2023-07-07 03:02:58,Cancelled,Merchant,Online,Standard,Ethnic,SKU7570,Footwear,M,B058768,Delayed,3,USD,3320.37,North Ryanborough,Nebraska,46734,India,PROMO20,Yes,Seller
2036,ORD102036,2023-06-22 10:58:30,Shipped,Merchant,Online,Standard,Sports,SKU5978,Clothing,XXL,B049981,In Transit,1,USD,1310.73,Sullivanside,Illinois,21153,India,PROMO10,Yes,Amazon
2037,ORD102037,2024-11-01 09:48:29,Shipped,Merchant,Online,Standard,Ethnic,SKU1279,Footwear,M,B092203,Delayed,4,USD,2717.23,Robertmouth,Indiana,92217,USA,PROMO20,Yes,Seller
